name,air_temp,skin_temp,calories,gsr,heart_rate,steps
0,80.6,84.4,1.4,0.00115,62,0
1,80.6,84.4,1.8,0.00121,58,0
2,80.3,84.4,1.8,0.00121,73,0
3,80.2,84.5,1.8,0.00128,72,0
4,80.2,84.4,1.3,0.00122,63,0
5,80.2,84.4,1.7,0.00128,60,0
6,80.2,84.4,1.6,0.00136,58,0
7,80.2,84.4,1.9,0.00137,64,0
8,80.2,84.4,1.8,0.00144,61,0
9,80.2,84.5,1.8,0.00145,60,0
10,79.8,84.5,1.6,0.00144,60,0
11,79.7,84.4,1.6,0.00157,58,0
12,79.4,84.3,1.9,0.0016,56,0
13,79.2,84.4,1.8,0.00169,58,0
14,79.2,84.4,1.9,0.00172,59,0
15,79.2,84.4,1.8,0.00171,61,0
16,79.2,84.4,1.5,0.0017,59,0
17,79.2,84.3,1.7,0.0017,57,0
18,79.2,84.2,1.7,0.0019,59,0
19,79.2,84.2,1.7,0.00182,60,0
20,79.2,84.2,1.9,0.00173,57,0
21,78.9,84.2,1.3,0.000798,56,0
22,78.8,84.1,1.8,0.00117,56,0
23,78.8,83.9,1.4,0.00127,53,0
24,78.8,83.8,1.6,0.00135,58,0
25,79.1,83.8,1.7,0.00158,62,0
26,78.9,83.7,1.5,0.00167,73,0
27,78.8,83.5,1.5,0.00167,66,0
28,78.8,83.5,1.8,0.0016,56,0
29,79.1,83.7,1.7,0.00176,62,0
30,79.2,83.8,1.7,0.0017,66,0
31,79.2,83.9,1.5,0.00193,62,0
32,79.2,83.8,1.1,0.00215,61,0
33,79.6,83.8,1.3,0.00216,59,0
34,79.7,83.9,1.5,0.00216,62,0
35,79.7,83.9,1.6,0.00225,62,0
36,79.7,84.1,1.5,0.00211,60,0
37,79.7,84.0,1.4,0.0023,60,0
38,79.7,84.0,1.4,0.00241,60,0
39,79.7,84.1,1.7,0.00235,59,0
40,79.7,84.1,1.4,0.00254,60,0
41,79.7,84.0,1.2,0.00229,62,0
42,79.7,84.0,1.4,0.00223,58,0
43,79.7,83.9,1.6,0.00246,64,0
44,79.7,84.1,2.0,0.00229,58,0
45,79.7,84.5,1.6,0.000938,59,0
46,79.7,84.3,2.2,0.000917,56,0
47,79.7,84.2,2.7,0.000876,-10,11
48,79.4,84.2,2.2,0.00075,-10,0
49,79.9,84.0,1.4,0.000889,56,0
50,80.8,84.2,1.5,0.000885,53,0
51,81.7,84.2,1.5,0.000816,54,0
52,82.6,84.3,1.2,0.00101,53,0
53,83.2,84.6,1.7,0.0011,47,0
54,83.6,84.9,1.6,0.00121,52,0
55,84.1,84.9,1.2,0.000977,59,0
56,84.2,84.9,1.1,0.000979,50,0
57,84.5,84.9,1.3,0.000985,50,0
58,84.7,84.9,1.2,0.000996,53,0
59,84.7,84.9,1.1,0.00141,50,0
60,85.0,85.1,2.1,0.000943,51,0
61,84.2,85.3,1.7,0.000742,65,0
62,83.4,85.5,1.1,0.000774,57,0
63,83.6,85.7,1.1,0.000748,52,0
64,83.8,86.1,1.1,0.000773,51,0
65,84.1,86.4,1.0,0.0008,47,0
66,84.5,86.6,1.1,0.000801,48,0
67,85.0,86.9,1.1,0.000822,48,0
68,85.1,87.1,1.0,0.000801,52,0
69,85.4,87.3,1.1,0.00084,51,0
70,85.6,87.5,1.0,0.000817,52,0
71,85.6,87.6,1.1,0.000871,52,0
72,85.9,87.8,1.0,0.00087,53,0
73,86.0,88.0,1.1,0.00093,54,0
74,86.0,88.2,1.2,0.00088,52,0
75,86.0,88.2,1.0,0.000806,52,0
76,86.0,88.2,0.9,0.000863,52,0
77,85.7,88.0,1.0,0.000855,52,0
78,85.2,88.0,1.0,0.000857,53,0
79,85.1,88.0,0.9,0.000853,53,0
80,84.8,88.0,1.0,0.000894,53,0
81,84.3,88.0,1.0,0.000891,53,0
82,84.2,88.0,0.9,0.000901,53,0
83,84.2,87.9,1.6,0.000915,53,0
84,84.2,87.8,1.0,0.000871,49,0
85,84.5,87.8,1.1,0.000874,49,0
86,85.0,88.0,1.1,0.000884,50,0
87,85.1,88.2,1.0,0.000902,50,0
88,85.4,88.5,1.1,0.000924,49,0
89,85.9,88.7,1.0,0.000932,50,0
90,86.0,88.9,0.9,0.00101,51,0
91,86.3,89.2,1.1,0.000958,51,0
92,86.5,89.5,1.2,0.00103,50,0
93,86.8,89.4,1.4,0.000788,51,0
94,86.9,89.5,1.1,0.000802,50,0
95,86.9,89.6,1.0,0.000856,48,0
96,87.2,89.8,1.1,0.000846,50,0
97,87.3,89.9,1.1,0.000823,52,0
98,87.3,90.0,1.0,0.000832,51,0
99,87.7,90.3,1.1,0.00086,53,0
100,87.8,90.4,1.0,0.000865,53,0
101,87.8,90.7,1.2,0.000841,53,0
102,88.1,91.1,1.1,0.000826,52,0
103,88.6,91.4,1.1,0.00085,52,0
104,88.7,91.5,1.1,0.000833,53,0
105,89.0,91.7,1.0,0.00086,53,0
106,89.2,91.9,1.1,0.000894,54,0
107,89.5,92.1,1.1,0.000918,53,0
108,89.6,92.3,1.1,0.000898,53,0
109,89.9,92.4,1.0,0.00094,54,0
110,90.1,92.6,1.1,0.000934,55,0
111,90.4,92.8,1.1,0.000964,56,0
112,90.5,92.9,1.0,0.000974,55,0
113,90.5,93.1,1.1,0.00102,53,0
114,90.8,93.2,1.1,0.00104,55,0
115,91.0,93.3,1.0,0.00101,55,0
116,91.3,93.4,1.1,0.00114,55,0
117,91.4,93.6,1.1,0.00106,55,0
118,91.4,93.6,1.1,0.00111,54,0
119,91.4,93.7,1.0,0.00119,54,0
120,91.7,93.9,1.1,0.00117,55,0
121,91.8,93.9,1.1,0.00119,55,0
122,91.8,93.9,1.3,0.00158,65,0
123,91.2,94.1,1.0,0.00187,48,0
124,90.6,93.8,1.3,0.00187,48,0
125,90.2,93.3,1.4,0.00193,52,0
126,89.7,93.1,1.1,0.00208,48,0
127,89.0,92.8,1.2,0.00211,45,0
128,88.4,92.4,1.0,0.0021,46,0
129,87.9,92.1,1.1,0.00215,45,0
130,87.8,91.8,1.1,0.0021,45,0
131,87.5,91.6,1.1,0.00203,45,0
132,87.0,91.3,1.0,0.00197,45,0
133,86.9,91.0,1.1,0.00202,46,0
134,86.6,90.9,1.1,0.00203,46,0
135,86.5,90.7,1.1,0.002,48,0
136,86.1,90.6,1.1,0.00198,47,0
137,86.0,90.5,1.1,0.00197,49,0
138,85.7,90.4,1.1,0.00189,49,0
139,85.6,90.3,1.1,0.0019,50,0
140,85.6,90.8,1.3,0.00265,46,0
141,85.2,91.1,1.1,0.0029,45,0
142,85.1,91.0,1.1,0.0029,47,0
143,85.1,91.0,1.1,0.00318,50,0
144,84.8,91.0,1.1,0.00336,47,0
145,84.7,90.9,1.1,0.00357,47,0
146,84.7,90.7,1.1,0.0039,51,0
147,84.7,90.7,1.1,0.00407,47,0
148,84.7,90.5,1.4,0.00299,50,0
149,84.7,90.0,1.1,0.00156,48,0
150,84.3,90.0,1.1,0.00162,49,0
151,84.2,89.8,1.1,0.00165,52,0
152,84.2,89.8,1.1,0.00175,47,0
153,84.2,89.7,1.2,0.00176,48,0
154,84.2,89.7,1.6,0.00171,49,0
155,84.2,90.0,1.0,0.00174,51,0
156,84.5,90.0,1.4,0.00186,45,0
157,85.0,90.1,1.3,0.0022,53,0
158,85.1,90.3,1.0,0.00213,51,0
159,85.1,90.3,1.0,0.00212,49,0
160,85.1,90.3,1.1,0.00227,49,0
161,85.1,90.3,1.0,0.00228,47,0
162,85.4,90.3,1.0,0.0023,48,0
163,85.6,90.3,1.1,0.00236,47,0
164,85.6,90.4,1.0,0.00241,48,0
165,85.6,90.3,1.3,0.0106,49,0
166,85.9,90.4,1.1,0.0188,48,0
167,86.3,90.5,1.0,0.0184,48,0
168,86.8,90.5,0.9,0.0199,50,0
169,86.9,90.5,1.0,0.0219,50,0
170,87.2,90.5,0.9,0.0252,50,0
171,87.3,90.7,0.9,0.0265,51,0
172,87.7,90.7,1.0,0.0302,51,0
173,87.8,90.7,1.1,0.0331,51,0
174,88.1,90.9,1.0,0.0359,51,0
175,88.2,91.0,1.1,0.0387,51,0
176,88.6,91.0,1.0,0.0421,52,0
177,88.7,91.2,1.1,0.0458,52,0
178,88.7,91.2,1.0,0.0486,52,0
179,89.0,91.3,1.1,0.052,52,0
180,89.2,91.4,1.1,0.0561,51,0
181,89.2,91.4,1.4,0.0632,49,0
182,89.2,91.4,1.1,0.0587,48,0
183,89.5,91.4,1.0,0.0596,49,0
184,89.6,91.5,1.1,0.0602,49,0
185,89.6,91.6,1.0,0.0613,49,0
186,89.6,91.6,1.1,0.0644,50,0
187,89.9,91.9,1.1,0.0652,52,0
188,90.1,91.9,1.1,0.067,51,0
189,90.1,92.0,1.0,0.0723,51,0
190,90.1,92.1,1.1,0.0751,51,0
191,90.4,92.3,1.1,0.0772,51,0
192,90.5,92.3,1.0,0.0771,50,0
193,90.5,92.3,1.1,0.0816,50,0
194,90.5,92.5,1.1,0.086,52,0
195,90.5,92.5,1.1,0.0883,50,0
196,90.8,92.6,1.0,0.0904,52,0
197,91.0,92.8,1.1,0.0904,51,0
198,91.0,92.8,1.1,0.0971,52,0
199,91.0,92.8,1.0,0.1,52,0
200,91.0,93.0,1.1,0.104,52,0
201,91.0,93.0,1.1,0.109,53,0
202,91.0,93.0,1.1,0.113,52,0
203,91.0,93.1,1.0,0.115,52,0
204,91.0,93.2,1.1,0.12,52,0
205,91.3,93.2,1.1,0.122,52,0
206,91.4,93.2,1.0,0.127,52,0
207,91.4,93.2,1.1,0.133,52,0
208,91.4,93.4,1.1,0.149,54,0
209,91.4,93.4,1.3,0.0606,50,0
210,90.8,93.4,1.1,0.00467,44,0
211,89.9,93.4,1.1,0.00493,44,0
212,89.3,93.2,1.0,0.00502,43,0
213,88.8,93.0,1.0,0.00517,43,0
214,88.7,92.8,1.1,0.00525,46,0
215,88.4,92.6,1.0,0.00533,45,0
216,88.2,92.5,1.1,0.00557,45,0
217,87.9,92.3,1.0,0.0056,46,0
218,87.8,92.1,1.3,0.00479,46,0
219,87.5,91.8,1.1,0.00538,46,0
220,87.0,91.5,1.1,0.00536,44,0
221,86.6,91.3,1.1,0.00513,46,0
222,86.1,91.0,1.1,0.00525,45,0
223,85.7,90.8,1.0,0.00522,45,0
224,85.2,90.6,1.1,0.0051,44,0
225,85.1,90.4,1.1,0.00534,47,0
226,84.8,90.3,1.1,0.00508,47,0
227,84.7,90.1,1.2,0.00524,48,0
228,84.7,89.9,1.3,0.00552,53,0
229,84.3,89.6,1.0,0.00603,47,0
230,84.2,89.4,1.0,0.00597,49,0
231,84.2,89.3,1.1,0.00602,48,0
232,84.2,89.1,1.1,0.00596,49,0
233,84.2,89.1,1.1,0.0059,49,0
234,84.2,88.9,1.0,0.00601,50,0
235,84.2,88.9,1.2,0.00618,49,0
236,84.2,88.7,1.0,0.00687,49,0
237,83.9,88.6,1.1,0.00697,49,0
238,83.4,88.5,1.0,0.00686,47,0
239,83.3,88.5,1.0,0.00712,49,0
240,83.3,88.3,1.0,0.00724,48,0
241,83.3,88.2,1.4,0.00688,50,0
242,83.3,88.1,1.3,0.00704,52,0
243,83.3,87.8,1.2,0.00669,46,0
244,83.3,87.9,1.3,0.00637,50,0
245,83.0,88.1,1.0,0.00681,46,0
246,82.8,88.2,1.1,0.00692,48,0
247,82.8,88.2,0.8,0.0072,47,0
248,82.8,88.2,1.0,0.00766,47,0
249,82.8,88.2,1.1,0.00792,46,0
250,82.8,88.2,1.0,0.00811,47,0
251,82.5,88.2,1.0,0.00871,47,0
252,82.4,88.2,1.0,0.00891,47,0
253,82.4,88.2,1.1,0.00963,47,0
254,82.4,88.2,1.0,0.00966,47,0
255,82.4,88.2,1.1,0.0109,47,0
256,82.4,88.2,1.1,0.0115,46,0
257,82.4,88.2,1.0,0.0128,46,0
258,82.4,88.2,1.1,0.0128,47,0
259,82.4,88.2,1.1,0.0147,47,0
260,82.4,88.2,1.0,0.0167,47,0
261,82.4,88.2,1.1,0.0195,47,0
262,82.4,88.2,1.1,0.0234,46,0
263,82.7,88.2,1.0,0.0358,47,0
264,82.8,88.2,1.1,0.0437,46,0
265,82.8,88.2,1.1,0.0487,47,0
266,82.8,88.2,1.0,0.0599,46,0
267,82.8,88.2,1.1,0.0733,47,0
268,82.8,88.2,1.0,0.0929,46,0
269,82.8,88.3,1.1,0.116,48,0
270,82.8,88.3,1.1,0.146,47,0
271,82.8,88.4,1.0,0.198,47,0
272,82.8,88.4,1.1,0.253,47,0
273,82.8,88.5,1.1,0.31,47,0
274,82.8,88.5,1.0,0.378,48,0
275,82.8,88.5,1.1,0.534,48,0
276,82.8,88.5,1.1,0.709,48,0
277,82.8,88.5,1.0,0.869,48,0
278,82.8,88.5,1.1,1.05,49,0
279,82.8,88.5,1.0,1.27,47,0
280,82.8,88.5,1.1,1.52,48,0
281,82.8,88.5,1.1,1.59,48,0
282,82.8,88.5,1.0,1.8,49,0
283,82.8,88.5,1.1,1.97,49,0
284,82.8,88.5,1.1,2.18,47,0
285,82.8,88.5,1.0,2.43,47,0
286,82.8,88.5,1.1,2.61,48,0
287,82.8,88.5,1.1,2.75,49,0
288,82.8,88.5,1.0,2.9,48,0
289,82.8,88.5,1.1,3.22,47,0
290,82.8,88.5,1.1,3.39,47,0
